# Polynomial: y = 19.1726x^0 + 80.3243x^1 + 87.5079x^2 + 64.3090x^3 + 79.0277x^4 + 52.2716x^5 + 55.6271x^6 + 65.4306x^7 + 26.1558x^8
x,y
3.6258,1497618.41696
9.3236,1935235075.36998
9.3163,1923526253.81354
2.3014,58263.75095
6.4547,114119489.46666
4.0415,3339899.59703
8.8798,1326641184.75332
6.6958,151059895.97986
6.7309,157227742.26275
2.3008,58159.53179
7.7813,478731325.82106
5.5993,38656688.71190
7.6375,414701086.44512
7.6611,424664558.89971
5.2695,24408192.56477
2.7861,222090.02169
2.0084,23247.85794
6.4580,114566040.83777
6.3855,105099718.56146
6.3498,100695309.01037
2.2701,53043.00960
3.0132,389253.59727
9.2034,1750167975.72858
9.4012,2063610249.12375
6.5105,121878864.99855
5.5648,36886162.75886
4.2629,4966683.54514
3.1351,518283.17853
1.3808,2373.23148
7.1283,244046281.15010
9.2676,1846987686.95973
5.0084,16630539.16847
9.1409,1660207753.21984
3.4309,998727.92588
5.4830,32968997.88442
7.5830,392470075.93796
5.6783,42993734.50833
9.0848,1582932173.94770
5.8352,52886619.44353
1.4742,3415.55778
8.6973,1129818779.25770
8.9966,1467797726.26912
6.5303,124741076.30345
2.4008,78000.25140
5.9552,61744609.03266
7.1574,251796990.74855
9.2323,1793187830.86148
7.1440,248201587.31083
7.8450,509754081.48770
4.5904,8637433.98946
7.0821,232169556.11991
5.0050,16545623.28858
4.8208,12475865.98223
9.9120,3110655088.25102
3.4029,940667.68688
7.3098,296011233.41826
6.6112,137056103.97726
9.5331,2298964172.87586
4.0946,3679962.56130
2.1642,38323.57928
9.9561,3219722722.10820
5.7889,49778961.79533
6.8914,188327261.95512
6.0205,67089910.45467
3.1208,501420.79726
9.3752,2019792228.15584
4.1535,4092319.60373
3.7973,2105250.56574
3.5905,1393715.78300
2.9125,304919.31758
6.6958,151059895.97986
6.5132,122265750.16043
7.6916,437850965.86375
7.6858,435316154.71201
5.2043,22216015.48512
8.1162,662398774.36405
2.3591,69095.75212
2.8704,274733.68572
2.2903,56362.30410
1.9801,21169.38662
5.7874,49681014.03522
2.1904,41577.68949
3.1834,578981.38644
5.4403,31072789.36636
5.7409,46727095.49139
4.5253,7760877.73626
4.4974,7409737.60467
1.2163,1237.21091
2.2046,43442.32960
6.5092,121692969.35827
3.6520,1579068.88492
1.3419,2036.05819
6.4970,119960464.63000
4.3804,6084114.51246
2.7666,211262.42275
1.2450,1386.64873
1.9017,16254.93575
7.8804,527743426.41989
5.5767,37488672.70062
1.2249,1280.21263
9.7412,2718125975.71167
6.1908,82980186.69059
9.3991,2060040486.22337
3.9394,2762603.22163
3.0167,392521.17664
3.8892,2512335.63387
6.3152,96581613.72088
3.2372,653866.09224
2.1683,38817.32144
6.4876,118640344.75159
6.8931,188683551.10626
8.1047,655194964.10380
6.7944,168947798.95942
2.6813,169172.36090
8.7326,1165759096.85669
2.9878,366248.48043
4.0902,3650675.12739
9.7714,2784197091.63868
9.6152,2457032413.52090
1.7543,9707.35271
8.1573,688714240.75045
7.2116,266808850.30096
4.9828,16000443.92999
3.9592,2867165.61950
8.1322,672536720.86238
3.8828,2481903.82406
5.1173,19560264.79059
1.1620,997.42607
9.9113,3108950252.91739
1.2240,1275.64302
1.8865,15430.98087
4.9767,15853425.11572
5.8971,57305923.87294
5.4824,32941667.32802
3.1426,527324.73481
7.3993,325024432.11268
4.6607,9680250.85423
6.5267,124216341.71086
2.5342,113702.49244
1.0904,752.15369
5.9712,63018598.99889
5.8131,51382714.23177
3.0373,412246.65027
8.6066,1041882354.34736
2.3264,62756.41511
4.4431,6766021.47536
5.2630,24181467.30499
6.8285,175551569.03231
2.1186,33197.92427
1.0252,583.67412
2.0651,27971.42512
6.1839,82277530.18593
3.4796,1107231.98371
1.3541,2136.47224
2.3232,62164.70134
8.4083,870195602.83680
8.9498,1409735503.81232
7.8017,488481418.91723
9.3911,2046490837.72371
4.4458,6796831.38404
1.3772,2339.89160
3.7635,1970792.35635
9.9039,3090977648.40539
1.8941,15838.12013
8.3417,818375305.25578
8.2992,786736623.24868
3.9276,2701890.99324
7.0470,223487519.67685
5.8612,54705126.47630
6.8668,183237044.73701
5.1330,20017860.75703
9.9152,3118459042.24021
6.4864,118472737.35400
4.1189,3845447.56274
3.0106,386841.76426
5.0055,16558087.06023
3.6825,1678759.64869
7.5888,394785261.54391
2.9697,350593.39602
8.2719,766982714.23719
2.3682,70958.03902
3.4544,1049860.80437
7.0064,213800555.69856
8.2886,779014372.49195
5.8393,53169820.91510
5.6514,41471436.76455
9.9781,3275373022.27603
4.6379,9330580.01379
8.1318,672281627.14734
4.8480,13015163.54474
1.8870,15457.47290
8.3374,815124391.01031
6.8989,189903568.97953
4.1931,4391813.57559
5.4820,32923457.97659
8.9789,1445596908.18649
3.0588,433758.53412
3.5769,1355406.24840
6.4374,111803310.39947
3.5171,1197698.57973
6.2432,88489919.70252
1.0448,629.63214
9.6237,2473928199.51469
7.9658,573446110.01187
2.1254,33921.15896
6.9894,209854872.06875
2.6214,144220.55793
4.5525,8117152.11309
8.1907,710768762.27262
9.6859,2600690339.76243
5.7539,47537017.17752
2.9324,320176.66647
7.4714,350176901.60613
1.4076,2636.18774
3.7620,1965003.95883
4.4701,7079697.87294
5.5837,37847099.41863
6.6965,151180800.75811
1.0784,717.64215
1.8228,12373.03423
5.2320,23125333.00219
8.5237,966807534.16307
4.6679,9793031.39686
1.9762,20896.44655
8.9397,1397472045.45341
4.5976,8739507.87723
3.5452,1269676.27069
4.7449,11073064.06238
4.0221,3222714.15682
5.4873,33165448.38952
8.9538,1414618286.77898
9.4146,2086516462.35172
7.2828,287716019.05448
9.2404,1805410070.10451
8.0846,642768459.34405
7.3004,293099834.31479
3.5451,1269413.54033
1.8665,14404.35910
2.6884,172368.67488
8.5563,995745476.86299
2.2661,52406.73118
7.9445,561734728.44162
9.1175,1627583017.42087
3.8494,2328272.13295
7.4367,337866794.52337
5.9057,57944788.02885
8.5529,992692428.28208
2.0546,27036.74839
2.7131,183907.28441
3.3698,875870.60339
6.8644,182746945.92449
3.4827,1114476.12319
7.0107,214808808.66566
5.5507,36183249.44776
6.8290,175650054.90185
2.2845,55390.85544
4.9477,15170539.26655
9.7763,2795048671.04868
7.2561,279713727.40732
4.5326,7855124.13926
9.7009,2632097108.68576
7.6647,426202676.14924
9.5364,2305141672.36245
8.5930,1029227158.47419
9.2073,1755920190.55826
4.1467,4042733.75032
1.3121,1809.70514
5.8126,51349126.83727
5.6107,39257858.56898
1.4718,3384.02511
9.4606,2166851474.31096
3.4611,1064853.65477
3.0257,401034.55803
4.8736,13541273.32194
5.6771,42924797.54939
8.4708,921414327.81859
2.9985,375789.53163
4.4346,6669824.56093
9.1231,1635339146.32488
2.9781,357783.95145
9.7526,2742903718.95964
8.1254,668211625.93029
9.2129,1764208708.67862
5.6042,38914091.52918
7.9399,559233170.83886
3.7090,1769814.19488
3.3528,844140.58618
6.4143,108774801.19150
2.5972,135100.44121
2.4569,91578.32754
6.3585,101753488.28605
9.6121,2450895595.14679
5.1462,20409815.56204
2.1329,34735.13339
8.7863,1222351829.91216
7.9467,562934582.77938
3.2046,607537.87960
2.9179,308994.86829
6.3581,101704623.79854
5.0014,16456126.34828
9.3847,2035707327.77786
9.7363,2707536218.27661
1.1573,979.03789
8.2489,750678465.04283
2.0460,26292.14631
7.7451,461848302.60421
7.1178,241301343.58269
6.4144,108787755.30195
5.5442,35863179.38781
5.0390,17412118.15819
1.4689,3346.29050
4.8544,13144983.90917
1.1727,1040.61811
2.0934,30636.28941
7.8022,488722557.11505
6.9121,192705926.08358
7.3844,320028338.73433
1.0243,581.65228
8.5552,994756828.05856
3.7823,2044618.63975
7.2239,270322619.57539
3.5010,1158093.51502
9.0391,1522327095.81447
7.4215,332594866.12816
7.3054,294645315.86885
7.4499,342504222.97521
5.8524,54083599.79732
9.0328,1514133696.82291
7.9199,548469797.26286
3.7086,1768408.23416
4.1697,4212603.49037
7.8852,530224921.00574
5.9193,58967810.89516
7.5032,361801030.43085
3.6647,1619929.97165
9.6083,2443391342.24945
8.5846,1021478085.93774
6.4577,114525382.16872
7.9730,577452911.99386
4.7702,11524469.99976
6.0752,71874886.89049
5.5848,37903695.45953
3.0695,444827.64431
5.3983,29301494.98174
8.8092,1247207215.20637
4.7903,11894501.80328
3.2712,705462.32323
3.9299,2713632.10743
5.0173,16854628.17733
2.1934,41965.57603
9.1036,1608470132.58685
7.5615,383991230.69796
4.7409,11003131.95726
3.6865,1692234.71722
7.4420,339722148.08004
6.7861,167373720.62925
1.1991,1155.51950
3.6106,1452074.15727
4.3202,5486828.88404
1.5779,5074.68744
9.7880,2821109388.53351
5.4330,30758356.45876
3.0097,386009.96683
4.4676,7050128.30194
8.2102,723928546.95130
4.9158,14449239.34552
8.7057,1138282047.36562
8.9554,1416575539.35831
8.1503,684168704.69239
7.0801,231667041.25432
4.8604,13267718.79491
8.6861,1118620094.67545
9.1295,1644242876.79946
2.8551,264434.42146
9.4311,2115027268.76284
8.7810,1216661429.82470
9.0130,1488633652.26501
5.1104,19362070.19956
9.2936,1887511720.67121
2.5962,134734.79417
2.2678,52676.31562
1.4813,3510.47600
3.1998,600966.12699
4.1060,3756803.51582
7.4935,358220043.71541
4.5344,7878516.44998
5.1163,19531431.34647
5.7212,45522769.66931
1.4210,2777.92141
2.2898,56277.96635
7.5397,375558159.91038
8.4046,867243168.81890
5.6054,38977357.16488
6.0383,68615427.58853
2.0082,23232.54841
5.9563,61831468.48589
7.5945,397072164.40289
8.2747,768988579.19491
1.9902,21891.18442
8.1115,659446277.92082
6.2228,86307997.49883
7.3988,324855677.85182
6.5615,129370650.27143
2.8870,286306.03935
2.6079,139068.07385
7.1801,257991779.35269
3.4538,1048527.24417
5.4146,29978138.57573
4.0064,3130532.60634
1.7939,11176.33780
5.9438,60850697.98097
6.4084,108012893.92946
2.9125,304919.31758
8.0148,601202206.88884
6.4041,107460551.82388
6.1458,78490605.24255
7.3913,322333548.03943
6.9698,205384940.67593
3.6368,1531354.91265
3.4232,982456.08061
3.7818,2042624.22613
5.5118,34304432.55639
5.0549,17830785.60656
4.5309,7833087.27879
2.0061,23072.34375
2.1508,36748.71320
6.4732,116642686.27230
9.4868,2213806512.27899
2.6028,137164.30698
7.8474,510956511.88537
9.7483,2733534613.90226
6.6829,148846890.10316
4.9831,16007705.05712
6.1252,76507330.00868
6.4220,109776226.77941
2.8146,238794.47778
7.2779,286232602.85977
3.5299,1230028.84524
6.4184,109307028.04836
1.9472,18964.10145
5.8261,52262762.77539
7.1667,254319021.41643
7.0010,212540244.97239
9.0409,1524675180.59780
8.0631,629705161.32089
9.9264,3145907951.76071
1.2440,1381.15023
1.5617,4773.46593
1.0025,534.91995
7.6575,423131300.95552
1.0870,742.20155
6.3070,95628533.22777
9.1172,1627168420.40483
8.7898,1226122395.55107
1.4016,2574.99285
5.1396,20213006.44180
3.9670,2909299.49992
6.2946,94202923.13128
2.8360,252055.35681
3.6458,1559451.43896
1.9357,18243.47663
1.4368,2954.39177
7.6221,408310338.06963
1.4502,3112.37268
4.6956,10237725.61053
4.9605,15468707.73420
9.6274,2481314534.07993
3.7222,1816764.29065
3.1320,514585.98402
2.3621,69704.84489
6.7539,161387852.52909
7.3056,294707283.16693
1.5363,4334.56241
9.7242,2681540488.37575
8.9338,1390351519.27924
2.6839,170336.72098
3.6804,1671722.98142
1.3088,1786.20507
2.6196,143523.96466
9.8186,2890275946.80984
8.6879,1120413305.92576
7.2184,268746448.73017
7.0006,212447147.78276
2.4777,97120.67467
1.4504,3114.79032
4.3083,5375045.10277
9.7489,2734840247.55533
8.3171,799929153.35697
2.9911,369168.05729
9.6503,2527460743.53922
1.2075,1194.71241
5.9262,59492862.82765
3.8749,2444785.52009
2.8497,260881.44302
3.7354,1864803.05149
5.2543,23880890.54073
4.9771,15863029.32772
1.0274,588.64834
9.0587,1548066296.67338
3.4865,1123412.75008
3.3199,785588.13037
8.3967,860968643.07103
3.1805,575168.26753
4.9081,14279700.01448
7.8395,507007846.12854
2.2578,51108.05856
7.4486,342045047.45938
2.4605,92517.05568
9.6607,2548664723.43799
9.9274,3148368995.46516
2.2924,56717.75019
8.0442,618414084.01990
9.0626,1553233046.59076
8.4441,899219787.67180
7.3695,315099574.75042
6.4945,119608120.27724
5.3047,25668620.10647
8.6593,1092216620.03542
9.4661,2176635521.64926
4.7500,11162791.76065
8.7969,1233802531.59232
6.0590,70427591.39166
1.0694,692.85670
9.7279,2689466315.57414
6.6331,140567522.99249
9.3628,1999182685.71721
7.9931,588768510.31395
9.3674,2006806589.60048
4.5835,8540594.45764
5.9801,63737165.57575
2.6021,136904.81030
5.0341,17284841.94797
1.4286,2861.51292
1.2809,1599.13482
5.6972,44092347.09050
6.5537,128199384.54499
9.9190,3127748482.60731
8.0160,601896437.95269
5.6172,39604280.78623
7.2016,263981648.24905
2.8951,292106.97770
4.7603,11345949.94499
9.0749,1569627149.74450
3.6302,1511033.95628
9.2626,1839282496.22811
1.8059,11659.84316
7.0311,219649058.03136
2.8508,261601.76852
9.5626,2354704912.63345
3.3804,896180.92144
6.1456,78471135.93367
8.2779,771286615.49055
2.8398,254476.70800
6.2553,89806777.72180
4.3160,5447145.45241
8.4279,885982687.41945
2.5945,134115.19985
3.1885,585741.11945
6.0148,66607718.32648
9.8341,2925874018.01654
6.7796,166149984.27498
9.2213,1776705672.16244
1.2087,1200.41991
1.8595,14059.90654
8.4380,894215276.56839
5.7429,46850907.11098
2.3326,63917.10489
8.7883,1224505194.55447
9.8006,2849412307.13319
6.5977,134929986.96079
4.8921,13932970.77062
1.1234,856.32844
2.6421,152448.59937
6.3231,97507677.13455
6.7804,166300174.20438
2.0370,25532.63475
7.9726,577229670.95716
3.4730,1091946.46860
9.4749,2192370407.48873
8.0699,633811456.90745
1.5035,3823.57517
5.9195,58982972.52565
5.3350,26798852.07506
5.7719,48678721.62651
6.5002,120412790.60555
3.7982,2108938.08622
1.6039,5595.31812
3.3404,821637.30047
9.7728,2787293774.87748
6.4410,112281870.50078
2.5266,111335.52272
7.3900,321898125.74807
3.6049,1435310.98813
6.4557,114254646.92971
6.3983,106719448.54936
7.5421,376478561.82755
9.5520,2334541436.41927
2.7083,181613.08295
9.5602,2350126302.24916
2.7902,224427.82179
2.5232,110290.79571
8.7119,1144564275.81080
1.7992,11387.59233
2.7618,208669.62926
3.7534,1932103.98953
4.8234,12526556.40035
5.5580,36545691.13318
9.6808,2590086992.58964
9.3126,1917615351.53822
6.9488,200688393.88890
5.9238,59309773.88281
7.6220,408269122.94516
3.3810,897342.82395
6.2661,90996607.74378
7.6047,401193460.35714
7.5163,366686907.08280
8.0259,607650661.01987
6.1546,79351451.09229
1.6832,7504.33736
7.2604,280989174.63151
7.4382,338390992.80024
4.2613,4952802.11656
1.3999,2557.90334
9.0096,1484292872.23127
2.3112,59989.63943
8.3584,831108791.11898
3.2978,748288.03254
2.7709,213609.20298
9.7665,2773382392.70926
6.5576,128783852.16057
2.9053,299558.88727
9.6862,2601315247.11070
3.4398,1017829.94388
9.1852,1723541744.36576
1.9483,19034.35612
6.4133,108645334.31323
7.6116,404002574.80917
8.6820,1114544929.40833
4.2133,4551852.56609
9.3954,2053764048.77490
2.4425,87907.17583
6.9009,190325862.40457
4.0647,3484928.71334
8.4700,920742422.08615
5.8552,54280684.41522
7.4095,328483804.05769
3.6621,1611490.03642
3.9801,2981284.72346
3.7463,1905307.39739
9.6115,2449709374.16275
7.5058,362766189.52099
7.6599,424152933.64618
7.3069,295110348.64634
2.3444,66178.91208
9.7303,2694618345.56603
5.9120,58416740.51697
7.7776,476981291.40794
9.5716,2371944289.95437
9.5740,2376560066.09753
7.4647,347769910.70395
2.3684,70999.46347
8.4857,934007224.39167
8.7075,1140102804.37067
2.7898,224198.79310
8.5878,1024424072.78440
5.2788,24735819.55570
5.9402,60570773.59921
7.1385,246738916.43833
6.5049,121079850.27845
4.8869,13821882.37203
4.8487,13029307.75060
5.2531,23839689.44478
4.9868,16097496.46113
3.5825,1371067.39293
1.0291,592.52331
6.8680,183482525.16699
5.9741,63251955.90542
2.2958,57297.45786
3.5151,1192714.92883
3.6391,1538492.56362
7.4313,335985559.28777
8.3220,803574090.36346
9.2754,1859064183.56656
5.3226,26331156.58721
5.2927,25232675.34706
3.7431,1893336.98602
6.6913,150284669.36322
1.6727,7221.02813
4.2810,5126107.36659
5.1920,21822380.41018
4.0879,3635447.23427
8.4390,895034014.26128
6.1345,77397193.65844
3.2295,642652.46103
7.2278,271445163.82953
9.7099,2651100029.18426
6.2891,93576574.01369
4.7905,11898235.37135
2.8833,283690.14719
2.6290,147194.75088
6.9059,191385193.10299
1.7753,10462.85687
4.6125,8954104.96412
7.5573,382353745.13879
1.1828,1083.13892
3.9096,2611531.34328
2.9307,318847.53151
5.3015,25551728.36667
2.9597,342199.23019
1.5501,4568.11062
5.8758,55750091.42444
2.7133,184003.42829
5.0953,18934462.87066
2.5895,132307.42431
9.5189,2272547162.29890
7.1517,250262071.30369
9.6214,2469346397.01475
4.8153,12369227.72096
5.0418,17485215.18694
9.4504,2148808329.11319
7.6686,427874468.73031
5.9966,65088329.12846
3.1363,519720.60601
9.1647,1693975711.97144
4.9399,14991321.01663
5.7734,48774937.88144
6.5697,130612067.75619
5.2560,23939365.46005
2.6316,148224.59676
1.9245,17565.45818
7.1838,259014040.20544
5.6884,43577804.70775
3.2611,689774.47900
8.8959,1345363381.37348
5.9589,62037197.88922
4.5296,7816272.11484
3.8190,2195753.66478
8.5761,1013688774.52211
3.8270,2229969.20666
8.4249,883550174.15068
9.4089,2076745729.74864
5.3577,27673905.30094
3.0623,437352.31048
5.9386,60446724.95741
9.3588,1992573815.77775
3.7712,2000742.12666
3.8758,2448989.47664
3.8828,2481903.82406
1.5556,4664.42711
9.9322,3160205469.15995
1.0797,721.29898
7.7957,485595870.41225
1.9041,16388.60404
8.9259,1380866976.09515
2.6765,167041.20886
2.0448,26189.72227
3.4365,1010710.09811
8.4030,865969157.66375
1.9584,19690.45647
3.2574,684104.61571
4.1408,4000138.08923
2.5182,108770.17848
7.4893,356679160.47237
8.0743,636480939.49601
6.6423,142065962.02013
7.8005,487903111.95360
5.7067,44653780.50893
2.2757,53945.33505
1.6411,6426.71737
4.5945,8695430.62635
7.3157,297851499.26487
5.5699,37143335.32220
1.0674,687.47282
4.7944,11971245.34754
1.7181,8520.95526
8.8822,1329417529.23029
7.7698,473310358.34951
4.9470,15154379.31925
5.3410,27027755.29622
3.2745,710655.52875
2.2648,52201.40671
8.9866,1455218518.44204
6.6537,143942101.61639
8.1151,661706729.81408
3.2248,635891.11987
8.4114,872676031.03416
7.5342,373456328.19100
3.4250,986238.90063
3.0123,388417.23957
9.8739,3019043614.94446
8.8294,1269497992.81900
8.8608,1304840250.69510
4.1995,4441976.75854
7.7187,449866594.57321
1.1592,986.42922
1.5272,4186.72103
6.2709,91529833.92437
7.1466,248895668.84624
4.9551,15342298.03822
6.6511,143512312.35062
3.8565,2360213.46712
5.6672,42359749.17734
